Image ID,set-3_mRNA total molecules,erm-1_mRNA total molecules,set-3_mRNA cell_A,set-3_mRNA cell_B,erm-1_mRNA cell_A,erm-1_mRNA cell_B,cell_stage
240628_N2_erm-1_set-3_12,833,2399,418,415,818,1581,14
